friendId,movieId,rating,timestamp,userId
1,1,4,964982703,506
1,3,4,964981247,435
1,6,4,964982224,268
1,47,5,964983815,175
1,50,5,964982931,392
1,70,3,964982400,584
1,101,5,964980868,292
1,110,4,964982176,144
1,151,5,964984041,62
1,157,5,964984100,325
1,163,5,964983650,462
1,216,5,964981208,480
1,223,3,964980985,486
1,231,5,964981179,506
1,235,4,964980908,327
1,260,5,964981680,365
1,296,3,964982967,452
1,316,3,964982310,164
1,333,5,964981179,318
1,349,4,964982563,530
1,356,4,964980962,160
1,362,5,964982588,530
1,367,4,964981710,19
1,423,3,964982363,478
1,441,4,964980868,201
1,457,5,964981909,215
1,480,4,964982346,18
1,500,3,964981208,412
1,527,5,964984002,376
1,543,4,964981179,563
1,552,4,964982653,568
1,553,5,964984153,460
1,590,4,964982546,352
1,592,4,964982271,160
1,593,4,964983793,25
1,596,5,964982838,397
1,608,5,964982931,541
1,648,3,964982563,365
1,661,5,964982838,118
1,673,3,964981775,186
1,733,4,964982400,584
1,736,3,964982653,563
1,780,3,964984086,62
1,804,4,964980499,252
1,919,5,964982475,15
1,923,5,964981529,574
1,940,5,964982176,353
1,943,4,964983614,75
1,954,5,964983219,71
1,1009,3,964981775,246
1,1023,5,964982681,258
1,1024,5,964982876,70
1,1025,5,964982791,401
1,1029,5,964982855,107
1,1030,3,964982903,87
1,1031,5,964982653,18
1,1032,5,964982791,225
1,1042,4,964981179,531
1,1049,5,964982400,64
1,1060,4,964980924,234
1,1073,5,964981680,55
1,1080,5,964981327,275
1,1089,5,964982951,431
1,1090,4,964984018,16
1,1092,5,964983484,241
1,1097,5,964981680,48
1,1127,4,964982513,254
1,1136,5,964981327,176
1,1196,5,964981827,430
1,1197,5,964981872,302
1,1198,5,964981827,114
1,1206,5,964983737,109
1,1208,4,964983250,378
1,1210,5,964980499,531
1,1213,5,964982951,600
1,1214,4,964981855,349
1,1219,2,964983393,56
1,1220,5,964981909,315
1,1222,5,964981909,313
1,1224,5,964984018,275
1,1226,5,964983618,493
1,1240,5,964983723,462
1,1256,5,964981442,157
1,1258,3,964983414,469
1,1265,4,964983599,392
1,1270,5,964983705,342
1,1275,5,964982290,562
1,1278,5,964983414,312
1,1282,5,964982703,130
1,1291,5,964981909,3
1,1298,5,964984086,120
1,1348,4,964983393,359
1,1377,3,964982653,555
1,1396,3,964983017,99
1,1408,3,964982310,25
1,1445,3,964984112,377
1,1473,4,964980875,140
1,1500,4,964980985,410
1,1517,5,964981107,157
1,1552,4,964982620,289
1,1573,5,964982290,436
1,1580,3,964981125,431
1,1587,5,964982346,5
1,1617,5,964982951,65
1,1620,4,964983056,543
1,1625,5,964983504,31
1,1644,3,964983536,229
1,1676,3,964982620,368
1,1732,5,964981125,367
1,1777,4,964981230,445
1,1793,4,964981404,40
1,1804,5,964983034,552
1,1805,4,964983056,535
1,1920,4,964981780,319
1,1927,5,964981497,289
1,1954,5,964982176,278
1,1967,4,964981710,408
1,2000,4,964982211,384
1,2005,5,964981710,67
1,2012,4,964984176,423
1,2018,5,964980523,162
1,2028,4,964981888,182
1,2033,5,964982903,234
1,2046,4,964982563,516
1,2048,5,964982791,418
1,2054,4,964981747,468
1,2058,5,964982400,39
1,2078,5,964982838,100
1,2090,5,964982838,568
1,2093,3,964981710,306
1,2094,5,964982653,358
1,2096,4,964982838,47
1,2099,4,964982588,516
1,2105,4,964981725,206
1,2115,5,964982529,90
1,2116,5,964982876,292
1,2137,5,964982791,448
1,2139,5,964982791,132
1,2141,5,964982838,203
1,2143,4,964981725,564
1,2161,5,964981710,592
1,2174,4,964981680,473
1,2193,4,964981710,48
1,2253,2,964981775,48
1,2268,4,964982989,225
1,2273,4,964982310,356
1,2291,5,964983664,246
1,2329,5,964983263,295
1,2338,2,964983546,202
1,2353,5,964983861,526
1,2366,4,964982462,156
1,2387,5,964983123,403
1,2389,2,964983094,422
1,2395,5,964981093,329
1,2406,4,964982310,108
1,2414,3,964982513,302
1,2427,5,964982242,84
1,2450,4,964982620,182
1,2459,5,964983414,297
1,2470,5,964982588,492
1,2478,4,964984169,561
1,2492,4,965719662,129
1,2502,5,964981278,538
1,2528,3,964982328,34
1,2529,5,964982242,159
1,2542,5,964981265,22
1,2571,5,964981888,517
1,2580,5,964983000,314
1,2596,5,964981144,257
1,2616,4,964983080,324
1,2617,2,964982588,211
1,2628,4,964980523,512
1,2640,4,964982377,307
1,2641,5,964982620,77
1,2644,4,964983393,573
1,2648,4,964983414,453
1,2654,5,964983393,310
1,2657,3,964983426,129
1,2692,5,964981855,478
1,2700,5,964980985,284
1,2716,5,964983414,43
1,2761,5,964982703,22
1,2797,4,964981710,560
1,2826,4,964980523,14
1,2858,5,964980868,131
1,2872,5,964981680,590
1,2899,5,964982703,488
1,2916,4,964982290,476
1,2944,5,964981872,181
1,2947,5,964982176,404
1,2948,5,964982191,244
1,2949,5,964981888,53
1,2959,5,964983282,513
1,2985,4,964983034,542
1,2987,5,964982495,201
1,2991,5,964982271,436
1,2993,5,964982242,65
1,2997,4,964980896,425
1,3033,5,964983762,32
1,3034,5,964982791,411
1,3052,5,964981208,297
1,3053,5,964984086,340
1,3062,4,964981872,294
1,3147,5,964983873,423
1,3168,4,964982495,473
1,3176,1,964983504,349
1,3243,3,964981093,29
1,3247,3,964983108,246
1,3253,5,964981107,63
1,3273,5,964983536,231
1,3386,5,964983484,86
1,3439,4,964981799,491
1,3440,4,964981799,513
1,3441,5,964982328,33
1,3448,5,964984054,536
1,3450,5,964981144,0
1,3479,4,964981725,439
1,3489,4,964981775,242
1,3527,4,964982271,344
1,3578,5,964980668,243
1,3617,4,964980683,391
1,3639,4,964982271,302
1,3671,5,964981589,284
1,3702,5,964983737,110
1,3703,5,964981909,238
1,3729,5,964982363,346
1,3740,4,964982417,151
1,3744,4,964980694,285
1,3793,5,964981855,589
1,3809,4,964981220,405
1,4006,4,964982903,511
1,5060,5,964984002,523
2,318,3,1445714835,366
2,333,4,1445715029,397
2,1704,4.5,1445715228,475
2,3578,4,1445714885,181
2,6874,4,1445714952,268
2,8798,3.5,1445714960,156
2,46970,4,1445715013,49
2,48516,4,1445715064,591
2,58559,4.5,1445715141,382
2,60756,5,1445714980,445
2,68157,4.5,1445715154,382
2,71535,3,1445714974,215
2,74458,4,1445714926,376
2,77455,3,1445714941,549
2,79132,4,1445714841,50
2,80489,4.5,1445715340,27
2,80906,5,1445715172,59
2,86345,4,1445715166,227
2,89774,5,1445715189,445
2,91529,3.5,1445714891,380
2,91658,2.5,1445714938,550
2,99114,3.5,1445714874,333
2,106782,5,1445714966,102
2,109487,3,1445715145,524
2,112552,4,1445714882,159
2,114060,2,1445715276,509
2,115713,3.5,1445714854,389
2,122882,5,1445715272,600
2,131724,5,1445714851,600
3,31,0.5,1306463578,45
3,527,0.5,1306464275,358
3,647,0.5,1306463619,550
3,688,0.5,1306464228,575
3,720,0.5,1306463595,305
3,849,5,1306463611,60
3,914,0.5,1306463567,228
3,1093,0.5,1306463627,358
3,1124,0.5,1306464216,608
3,1263,0.5,1306463569,422
3,1272,0.5,1306463624,97
3,1275,3.5,1306463323,294
3,1302,0.5,1306464189,595
3,1371,3,1306463561,88
3,1587,4.5,1306464003,314
3,2018,0.5,1306464175,494
3,2080,0.5,1306463572,351
3,2090,0.5,1306464261,362
3,2105,2,1306463559,488
3,2288,4,1306463631,532
3,2424,0.5,1306464293,534
3,2851,5,1306463925,71
3,3024,4.5,1306464054,277
3,3210,0.5,1306463638,312
3,3703,5,1306463603,147
3,3949,0.5,1306464245,269
3,4518,5,1306463770,511
3,5048,0.5,1306464284,581
3,5181,5,1306463718,605
3,5746,5,1306463708,429
3,5764,4.5,1306464021,256
3,5919,5,1306463825,307
3,6238,0.5,1306464204,329
3,6835,5,1306463670,33
3,7899,4.5,1306464036,63
3,7991,5,1306463684,541
3,26409,4.5,1306463993,254
3,70946,5,1306463815,59
3,72378,0.5,1306464164,10
4,21,3,986935199,336
4,32,2,945173447,351
4,45,3,986935047,97
4,47,2,945173425,420
4,52,3,964622786,201
4,58,3,964538444,554
4,106,4,986848784,564
4,125,5,964622758,184
4,126,1,986848920,177
4,162,5,945078571,275
4,171,3,945078428,365
4,176,5,964622565,444
4,190,2,945079259,2
4,215,5,945079078,319
4,222,1,945629040,431
4,232,5,964622684,124
4,235,2,945173513,199
4,247,3,986848894,22
4,260,5,945079259,485
4,265,5,964538468,72
4,296,1,945173350,562
4,319,5,945079182,101
4,342,5,964538500,492
4,345,4,945629063,205
4,348,4,964622786,549
4,351,3,986934901,348
4,357,3,964623306,524
4,368,4,945078690,170
4,417,2,945078467,597
4,441,1,986934915,23
4,450,2,986848828,333
4,457,5,945079259,258
4,475,5,945174290,40
4,492,5,945079872,605
4,509,1,945079106,411
4,538,5,945078636,205
4,539,1,964538832,64
4,553,2,945079301,508
4,588,4,945079670,446
4,593,5,964539986,524
4,595,3,986848609,172
4,599,2,945078587,536
4,608,5,964540008,430
4,648,3,945079906,291
4,708,4,986935230,354
4,759,3,945078601,154
4,800,4,945079106,380
4,892,4,964622714,294
4,898,5,964623347,73
4,899,4,945079653,151
4,902,4,945078446,4
4,904,4,945079837,425
4,908,5,945173902,385
4,910,5,945173989,131
4,912,5,945173902,313
4,914,5,945079670,12
4,919,5,945079521,276
4,920,5,945173602,47
4,930,5,964538571,263
4,937,3,986849085,24
4,1025,4,945079232,474
4,1046,5,945173654,319
4,1057,3,964540578,112
4,1060,2,986934819,149
4,1073,4,945079483,609
4,1077,5,945173692,71
4,1079,2,945078946,287
4,1080,5,986934696,420
4,1084,5,945079259,17
4,1086,5,964539723,211
4,1094,3,964538500,265
4,1103,5,964539723,145
4,1136,5,986934625,402
4,1179,4,964539180,408
4,1183,1,964778513,102
4,1188,5,964538500,168
4,1196,5,964538763,590
4,1197,5,964538763,375
4,1198,3,964538728,549
4,1199,2,945078967,379
4,1203,5,945174025,258
4,1211,1,964539205,383
4,1213,4,945079729,277
4,1219,4,964539961,170
4,1225,4,964539326,155
4,1250,5,945174008,586
4,1259,4,964538728,376
4,1265,4,964622684,459
4,1266,4,986849037,73
4,1279,2,986934832,275
4,1282,5,945079653,396
4,1283,5,945078690,239
4,1288,4,945079653,261
4,1291,4,964538763,138
4,1304,3,945078467,270
4,1391,1,945173766,305
4,1449,5,945079767,469
4,1466,4,945173492,336
4,1500,4,964622830,547
4,1517,4,945079790,583
4,1580,3,986935244,518
4,1597,1,945079906,277
4,1617,2,945079837,295
4,1641,4,964622758,290
4,1704,1,945629015,327
4,1719,4,945079956,498
4,1732,4,945079889,99
4,1733,5,945079143,150
4,1734,3,964539357,50
4,1834,5,945174134,40
4,1860,2,986849001,579
4,1883,4,964622642,559
4,1885,3,964622617,544
4,1892,2,964539431,71
4,1895,4,945629179,313
4,1907,3,964540505,403
4,1914,4,964622714,169
4,1916,1,986934786,511
4,1923,3,986934870,385
4,1947,5,945079653,318
4,1966,2,964622684,265
4,1967,5,945078967,551
4,1968,4,986934786,146
4,2019,2,945078690,39
4,2076,4,945079052,13
4,2078,5,945079521,434
4,2109,4,986935016,261
4,2145,3,986935328,599
4,2150,5,986934738,323
4,2174,5,964539855,468
4,2186,5,945174008,239
4,2203,4,945079729,517
4,2204,5,964540008,148
4,2282,1,945629238,179
4,2324,1,964622590,496
4,2336,2,964538964,150
4,2351,4,945078467,65
4,2359,4,964622590,434
4,2390,5,945079164,148
4,2395,3,964623306,146
4,2406,4,986935302,277
4,2467,4,945079858,13
4,2571,1,945173385,517
4,2583,5,945078863,335
4,2599,5,964622684,73
4,2628,1,986848894,309
4,2683,4,945079790,377
4,2692,5,945079013,85
4,2712,2,945078542,114
4,2762,4,964539986,564
4,2763,1,964778621,190
4,2770,2,945173553,218
4,2791,5,964539628,42
4,2843,5,945078814,527
4,2858,5,964539140,316
4,2874,4,986935016,421
4,2921,4,945078708,128
4,2926,5,986934870,301
4,2959,2,945078528,172
4,2973,2,945078946,284
4,2997,4,986848610,476
4,3033,4,986936200,359
4,3044,5,945079920,181
4,3060,4,986934884,354
4,3079,3,964778197,242
4,3083,5,964622487,562
4,3160,4,964539121,434
4,3175,1,964538930,600
4,3176,4,964539771,485
4,3204,4,964539828,96
4,3255,4,964623306,319
4,3317,4,986934498,539
4,3358,3,964622758,560
4,3365,5,964538329,216
4,3386,4,964539395,236
4,3408,4,986849238,432
4,3481,2,964538243,535
4,3489,1,986848908,206
4,3508,5,964538351,268
4,3538,2,986849212,51
4,3591,1,986935199,155
4,3788,3,964539085,348
4,3809,3,986936207,120
4,3851,5,986849180,29
4,3897,4,986934465,392
4,3911,3,986849149,445
4,3967,4,986849164,114
4,3996,4,986849130,294
4,4002,3,986934819,331
4,4014,1,986849254,138
4,4020,3,986848856,415
4,4021,4,986849180,100
4,4027,3,986849201,328
4,4029,3,986849226,257
4,4033,4,986849149,474
4,4034,5,986848753,41
4,4074,3,986848665,340
4,4121,4,986934901,553
4,4144,3,986848685,239
4,4166,3,986848700,159
4,4226,2,1007569424,204
4,4239,5,986848685,223
4,4246,4,1007574542,212
4,4252,3,1007569465,34
4,4260,2,1007569424,29
4,4273,4,1007574470,201
4,4308,1,1007569465,560
4,4347,4,1007569586,422
4,4381,3,1007574509,222
4,4641,1,1007569586,19
4,4741,3,1007574532,178
4,4765,5,1007569445,610
4,4881,3,1007569445,490
4,4896,4,1007574532,328
4,4902,4,1007569465,434
4,4967,5,1007569424,439
5,1,4,847434962,506
5,21,4,847435238,407
5,34,4,847434881,514
5,36,4,847435292,535
5,39,3,847434961,241
5,50,4,847434881,235
5,58,5,847435238,496
5,110,4,847434880,531
5,150,3,847434748,101
5,153,3,847434802,484
5,232,4,847435292,173
5,247,5,847435337,313
5,253,3,847435292,346
5,261,4,847435238,597
5,265,3,847435129,315
5,266,1,847435311,301
5,290,5,847435311,336
5,296,5,847434748,234
5,300,3,847435337,305
5,316,2,847434832,17
5,318,3,847434880,111
5,344,3,847434802,199
5,349,3,847434832,447
5,357,2,847435238,212
5,364,3,847434882,336
5,367,4,847435129,406
5,380,2,847434748,145
5,410,3,847435292,348
5,457,4,847434801,336
5,474,4,847435337,369
5,475,5,847435311,482
5,515,3,847435129,187
5,527,5,847434960,303
5,531,4,847435258,299
5,534,3,847435311,412
5,588,4,847434801,510
5,589,3,847435258,488
5,590,5,847434747,271
5,592,3,847434747,31
5,594,5,847435238,499
5,595,5,847434832,52
5,596,5,847435292,207
5,597,3,847434962,460
5,608,3,847435258,509
6,2,4,845553522,408
6,3,5,845554296,483
6,4,3,845554349,382
6,5,5,845553938,412
6,6,4,845553757,124
6,7,4,845554264,171
6,8,3,845555281,463
6,10,3,845553253,442
6,11,4,845553489,151
6,13,3,845555588,441
6,15,4,845554505,92
6,16,4,845553819,548
6,17,4,845553559,588
6,19,2,845553382,333
6,21,2,845553382,194
6,22,5,845553875,397
6,24,4,845554397,342
6,25,3,845553695,65
6,26,4,845555362,541
6,27,3,845555402,92
6,31,3,845553819,30
6,32,4,845553426,548
6,34,4,845553354,445
6,36,5,845553726,477
6,41,4,845554962,556
6,43,4,845555607,45
6,45,3,845553907,364
6,46,4,845554551,549
6,47,4,845553317,339
6,50,1,845553381,260
6,54,4,845555402,332
6,60,4,845554263,607
6,61,4,845555454,242
6,62,4,845553660,273
6,65,3,845555070,253
6,66,3,845555151,299
6,76,4,845555317,502
6,79,3,845554907,588
6,86,5,845556131,568
6,87,3,845555300,40
6,88,2,845555694,69
6,89,4,845555124,224
6,92,4,845555454,233
6,93,4,845554584,440
6,95,4,845553559,401
6,100,3,845555151,70
6,102,1,845555436,465
6,104,4,845554349,446
6,105,3,845553757,523
6,110,5,845553283,344
6,112,4,845553994,318
6,113,3,845556257,451
6,126,3,845555342,235
6,135,3,845554987,398
6,140,3,845555024,15
6,141,4,845553586,494
